frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,5,-1,1}|5.2.303.1|{-8,5,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-45,-15,0,1}|5.2.183.1|{-45,-15,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0}}|{2,3,7,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-5,10,0,1}|5.2.187.1|{-5,10,0,1}
{{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-19,-1,-1,1}|5.2.508.1|{-19,-1,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,7,0,1}|5.2.323.1|{-3,7,0,1}
{{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,-18,-1,1}|5.2.193.1|{-8,-18,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-30,-20,0,1}|5.2.308.1|{-30,-20,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{3,7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{2,-18,-1,1}|5.2.968.1|{2,-18,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-16,-2,0,1}|5.2.344.1|{-16,-2,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{2,3,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-28,2,-1,1}|5.2.203.1|{-28,2,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{16,-11,-1,1}|5.2.353.1|{16,-11,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{3,7,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{21,-1,-1,1}|5.2.572.1|{21,-1,-1,1}
{{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1}}|{11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12,-3,0,1}|5.2.756.3|{-12,-3,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{-8,-13,-1,1}|5.2.213.1|{-8,-13,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1}}|{2,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-24,3,0,1}|5.2.783.1|{-24,3,0,1}
{{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-11,-7,0,1}|5.2.379.2|{-11,-7,0,1}
{{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,8,0,1}|5.2.604.1|{-6,8,0,1}
{{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,9,-1,1}|5.2.604.2|{1,9,-1,1}
{{0,3,3,4},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{11,-1,-1,1}|5.2.604.3|{11,-1,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-15,-5,0,1}|5.2.223.1|{-15,-5,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,-6,-1,1}|5.2.383.1|{20,-6,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{52,12,-1,1}|5.2.227.2|{52,12,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0}}|{7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{7,17,-1,1}|5.2.228.1|{7,17,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,-5,-1,1}|5.2.391.1|{-8,-5,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-28,-8,-1,1}|5.2.232.1|{-28,-8,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-3,15,-1,1}|5.2.636.1|{-3,15,-1,1}
{{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4}}|{7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{7,-13,-1,1}|5.2.372.1|{7,-13,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,83,89,97}|{12,-18,-1,1}|5.2.237.1|{12,-18,-1,1}
{{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1}}|{3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-30,5,0,1}|5.2.248.1|{-30,5,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-9,-2,0,1}|5.2.431.2|{-9,-2,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,61,67,71,73,79,83,89,97}|{-15,-15,-1,1}|5.2.708.1|{-15,-15,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89}|{-24,-2,0,1}|5.2.776.1|{-24,-2,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{12,-5,-1,1}|5.2.447.1|{12,-5,-1,1}
{{0,3,3,4},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-15,5,0,1}|5.2.263.2|{-15,5,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,4,-1,1}|5.2.452.1|{-10,4,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,97}|{12,7,-1,1}|5.2.267.1|{12,7,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-20,20,0,1}|5.2.428.1|{-20,20,0,1}
{{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{37,7,-1,1}|5.2.428.2|{37,7,-1,1}
{{1,0,0,1},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{67,-13,-1,1}|5.2.428.3|{67,-13,-1,1}
{{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-15,-11,-1,1}|5.2.732.1|{-15,-11,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,5,-1,1}|5.2.463.1|{-10,5,-1,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-23,12,0,1}|5.2.471.1|{-23,12,0,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-21,-12,0,1}|5.2.999.2|{-21,-12,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{5,15,-1,1}|5.2.764.1|{5,15,-1,1}
{{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-6,13,0,1}|5.2.488.1|{-6,13,0,1}
{{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{2,3,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{32,2,-1,1}|5.2.287.1|{32,2,-1,1}
{{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,79,83,89,97}|{2,12,-1,1}|5.2.292.1|{2,12,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-5,-10,-1,1}|5.2.501.1|{-5,-10,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{1,0,0,1},{0,3,3,4},{1,0,0,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-23,-5,-1,1}|5.2.796.3|{-23,-5,-1,1}
